"50.
Whitney Houston: I Wanna Dance with Somebody
(2022)",(2022),PG-13,144 min,"Biography, Drama, Music",6.6,"51        
        Metascore","A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical super stardom.","Votes:
18,178"
"1.
Barbie
(I) (2023)",(I) (2023),PG-13,114 min,"Adventure, Comedy, Fantasy",7.7,"80        
        Metascore",Barbie suffers a crisis that leads her to question her world and her existence.,"Votes:
40,685"
"2.
The Out-Laws
(2023)",(2023),R,95 min,"Action, Comedy, Crime",5.4,"36        
        Metascore","A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.","Votes:
18,947"
"4.
Guardians of the Galaxy Vol. 3
(2023)",(2023),PG-13,150 min,"Action, Adventure, Comedy",8.1,"64        
        Metascore","Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.","Votes:
224,265"
"5.
Asteroid City
(2023)",(2023),PG-13,105 min,"Comedy, Drama, Romance",6.8,"74        
        Metascore","Following a writer on his world famous fictional play about a grieving father who travels with his tech-obsessed family to small rural Asteroid City to compete in a junior stargazing event, only to have his world view disrupted forever.","Votes:
44,191"
"6.
No Hard Feelings
(2023)",(2023),R,103 min,"Comedy, Romance",6.7,"59        
        Metascore","On the brink of losing her home, Maddie finds an intriguing job listing: helicopter parents looking for someone to bring their introverted 19-year-old son out of his shell before college. She has one summer to make him a man or die trying.","Votes:
21,537"
"7.
Joy Ride
(2023)",(2023),R,95 min,Comedy,7.0,"75        
        Metascore","Follows four Chinese-American friends as they bond and discover the truth of what it means to know and love who you are, while they travel through China in search of one of their birth mothers.","Votes:
4,815"
"9.
Elemental
(2023)",(2023),PG,101 min,"Animation, Adventure, Comedy",7.1,"58        
        Metascore","Follows Ember and Wade, in a city where fire-, water-, land- and air-residents live together.","Votes:
24,636"
"10.
Nimona
(2023)",(2023),PG,101 min,"Animation, Action, Adventure",7.6,"75        
        Metascore","When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.","Votes:
18,691"
"11.
Dungeons & Dragons: Honor Among Thieves
(2023)",(2023),PG-13,134 min,"Action, Adventure, Comedy",7.3,"72        
        Metascore","A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","Votes:
153,512"
"12.
The Super Mario Bros. Movie
(2023)",(2023),PG,92 min,"Animation, Adventure, Comedy",7.1,"46        
        Metascore","A plumber named Mario travels through an underground labyrinth with his brother, Luigi, trying to save a captured princess.","Votes:
163,437"
"14.
The Blackening
(2022)",(2022),R,97 min,"Comedy, Horror, Thriller",6.0,"69        
        Metascore",Seven Black friends go away for the weekend and end up trapped in a cabin with a killer who has a vendetta. Will their street smarts and knowledge of horror movies help them stay alive? Probably not.,"Votes:
7,085"
"16.
Babylon
(I) (2022)",(I) (2022),R,189 min,"Comedy, Drama, History",7.2,"60        
        Metascore","A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.","Votes:
127,922"
"17.
Beau Is Afraid
(2023)",(2023),R,179 min,"Comedy, Drama, Horror",6.9,"63        
        Metascore","Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.","Votes:
32,625"
"18.
A Man Called Otto
(2022)",(2022),PG-13,126 min,"Comedy, Drama",7.5,"51        
        Metascore","Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.","Votes:
104,915
| Gross:
$62.47M"
"19.
Ruby Gillman, Teenage Kraken
(2023)",(2023),PG,91 min,"Animation, Action, Adventure",5.8,"50        
        Metascore","A shy adolescent learns that she comes from a fabled royal family of legendary sea krakens and that her destiny lies in the depths of the waters, which is bigger than she could have ever imagined.","Votes:
3,429"
"22.
Spider-Man: Into the Spider-Verse
(2018)",(2018),PG,117 min,"Animation, Action, Adventure",8.4,"87        
        Metascore",Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,"Votes:
610,338
| Gross:
$190.24M"
"23.
The Menu
(2022)",(2022),R,107 min,"Comedy, Horror, Thriller",7.2,"71        
        Metascore","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.","Votes:
334,100"
"24.
The Wolf of Wall Street
(2013)",(2013),R,180 min,"Biography, Comedy, Crime",8.2,"75        
        Metascore","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","Votes:
1,480,229
| Gross:
$116.90M"
"25.
Everything Everywhere All at Once
(2022)",(2022),R,139 min,"Action, Adventure, Comedy",7.8,"81        
        Metascore",A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"Votes:
464,253
| Gross:
$72.86M"
"26.
Bullet Train
(2022)",(2022),R,127 min,"Action, Comedy, Thriller",7.3,"49        
        Metascore",Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,"Votes:
372,497
| Gross:
$103.37M"
"27.
Once Upon a Time in Hollywood
(2019)",(2019),R,161 min,"Comedy, Drama",7.6,"83        
        Metascore",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,"Votes:
787,078
| Gross:
$142.50M"
"28.
Guardians of the Galaxy
(2014)",(2014),PG-13,121 min,"Action, Adventure, Comedy",8.0,"76        
        Metascore",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"Votes:
1,230,424
| Gross:
$333.18M"
"29.
Renfield
(2023)",(2023),R,93 min,"Comedy, Fantasy, Horror",6.4,"53        
        Metascore","Renfield, Dracula's henchman and inmate at the lunatic asylum for decades, longs for a life away from the Count, his various demands, and all of the bloodshed that comes with them.","Votes:
58,392"
"30.
Puss in Boots: The Last Wish
(2022)",(2022),PG,102 min,"Animation, Adventure, Comedy",7.9,"73        
        Metascore","When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","Votes:
142,285
| Gross:
$168.46M"
"31.
Cocaine Bear
(2023)",(2023),R,95 min,"Comedy, Thriller",6.0,"54        
        Metascore","An oddball group of cops, criminals, tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine.","Votes:
80,819"
"32.
Ant-Man and the Wasp: Quantumania
(2023)",(2023),PG-13,124 min,"Action, Adventure, Comedy",6.1,"48        
        Metascore","Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?","Votes:
191,377"
"33.
Theater Camp
(2023)",(2023),PG-13,94 min,Comedy,7.4,"68        
        Metascore",The eccentric staff of a rundown theater camp in upstate New York must band together with the beloved founder's bro-y son to keep the camp afloat.,"Votes:
726"
"34.
Are You There God? It's Me, Margaret.
(2023)",(2023),PG-13,106 min,"Comedy, Drama, Family",7.4,"84        
        Metascore","When her family moves from the city to the suburbs, 11-year-old Margaret navigates new friends, feelings, and the beginning of adolescence.","Votes:
10,634"
"35.
Shazam! Fury of the Gods
(2023)",(2023),PG-13,130 min,"Action, Adventure, Comedy",6.0,"47        
        Metascore","The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam.","Votes:
98,733"
"36.
Ghosted
(I) (2023)",(I) (2023),PG-13,116 min,"Action, Adventure, Comedy",5.8,"34        
        Metascore","Cole falls head over heels for enigmatic Sadie, but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.","Votes:
47,737"
"37.
Triangle of Sadness
(2022)",(2022),R,147 min,"Comedy, Drama",7.3,"63        
        Metascore",A fashion model celebrity couple join an eventful cruise for the super-rich.,"Votes:
145,638"
"38.
Ghoulies
(1984)",(1984),PG-13,81 min,"Comedy, Fantasy, Horror",4.1,"26        
        Metascore","A young man and his girlfriend move into an old mansion home, where he becomes possessed by a desire to control ancient demons.","Votes:
9,910
| Gross:
$35.00M"
"39.
American Pie
(1999)",(1999),R,95 min,Comedy,7.0,"58        
        Metascore",Four teenage boys enter a pact to lose their virginity by prom night.,"Votes:
420,144
| Gross:
$102.56M"
"41.
Charlie and the Chocolate Factory
(2005)",(2005),PG,115 min,"Adventure, Comedy, Family",6.7,"72        
        Metascore","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.","Votes:
500,734
| Gross:
$206.46M"
"42.
Back to the Future
(1985)",(1985),PG,116 min,"Adventure, Comedy, Sci-Fi",8.5,"87        
        Metascore","Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.","Votes:
1,250,228
| Gross:
$210.61M"
"43.
BlackBerry
(2023)",(2023),R,120 min,"Biography, Comedy, Drama",7.4,"80        
        Metascore",The story of the meteoric rise and catastrophic demise of the world's first smartphone.,"Votes:
16,176"
"44.
Operation Fortune: Ruse de Guerre
(2023)",(2023),R,114 min,"Action, Comedy, Thriller",6.3,"51        
        Metascore",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,"Votes:
64,518"
"45.
The Nice Guys
(2016)",(2016),R,116 min,"Action, Comedy, Crime",7.4,"70        
        Metascore","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.","Votes:
347,151
| Gross:
$36.26M"
"46.
Guardians of the Galaxy Vol. 2
(2017)",(2017),PG-13,136 min,"Action, Adventure, Comedy",7.6,"67        
        Metascore","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.","Votes:
724,751
| Gross:
$389.81M"
"47.
The Grand Budapest Hotel
(2014)",(2014),R,99 min,"Adventure, Comedy, Crime",8.1,"88        
        Metascore","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","Votes:
847,577
| Gross:
$59.10M"
"49.
Uncle Buck
(1989)",(1989),PG,100 min,Comedy,7.1,"51        
        Metascore",Laid back commitment-phobe Buck babysits his brother's rebellious teenage daughter and her cute younger brother and sister.,"Votes:
102,356
| Gross:
$66.76M"
"50.
The Machine
(I) (2023)",(I) (2023),R,112 min,"Action, Comedy",5.9,"37        
        Metascore",Bert's drunken past catches up with him 20 years down the road when he and his father are kidnapped by those Bert wronged 20 years ago while drunk on a college semester abroad in Russia.,"Votes:
7,879"
"1.
The Out-Laws
(2023)",(2023),R,95 min,"Action, Comedy, Crime",5.4,"36        
        Metascore","A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.","Votes:
18,947"
"3.
John Wick: Chapter 4
(2023)",(2023),R,169 min,"Action, Crime, Thriller",7.8,"78        
        Metascore","John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","Votes:
245,389"
"4.
Fast X
(2023)",(2023),PG-13,141 min,"Action, Adventure, Crime",5.9,"56        
        Metascore",Dom Toretto and his family are targeted by the vengeful son of drug kingpin Hernan Reyes.,"Votes:
80,114"
"5.
The Godfather
(1972)",(1972),R,175 min,"Crime, Drama",9.2,"100        
        Metascore","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","Votes:
1,927,729
| Gross:
$134.97M"
"6.
The Dark Knight
(2008)",(2008),PG-13,152 min,"Action, Crime, Drama",9.0,"84        
        Metascore","When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.","Votes:
2,743,636
| Gross:
$534.86M"
"7.
The Wolf of Wall Street
(2013)",(2013),R,180 min,"Biography, Comedy, Crime",8.2,"75        
        Metascore","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","Votes:
1,480,229
| Gross:
$116.90M"
"8.
The Batman
(2022)",(2022),PG-13,176 min,"Action, Crime, Drama",7.8,"72        
        Metascore","When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","Votes:
712,367
| Gross:
$369.35M"
"9.
Infinity Pool
(2023)",(2023),R,117 min,"Crime, Horror, Mystery",6.1,"72        
        Metascore","James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.","Votes:
36,613"
"10.
The Lincoln Lawyer
(2011)",(2011),R,118 min,"Crime, Drama, Mystery",7.3,"63        
        Metascore",A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,"Votes:
245,859
| Gross:
$58.01M"
"11.
God Is a Bullet
(2023)",(2023),18+,156 min,"Action, Crime, Horror",5.4,"31        
        Metascore","Taking matters into his own hands, Detective Bob Hightower tries to infiltrate an evil cult to save his kidnapped daughter and avenge the murder of his wife.","Votes:
1,393"
"12.
Pulp Fiction
(1994)",(1994),R,154 min,"Crime, Drama",8.9,"95        
        Metascore","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Votes:
2,125,692
| Gross:
$107.93M"
"13.
Nobody
(I) (2021)",(I) (2021),R,92 min,"Action, Crime, Drama",7.4,"64        
        Metascore","A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.","Votes:
295,069
| Gross:
$27.27M"
"14.
The Departed
(2006)",(2006),R,151 min,"Crime, Drama, Thriller",8.5,"85        
        Metascore",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"Votes:
1,366,575
| Gross:
$132.38M"
"15.
No Country for Old Men
(2007)",(2007),R,122 min,"Crime, Drama, Thriller",8.2,"92        
        Metascore",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"Votes:
1,010,450
| Gross:
$74.28M"
"16.
Shazam! Fury of the Gods
(2023)",(2023),PG-13,130 min,"Action, Adventure, Comedy",6.0,"47        
        Metascore","The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam.","Votes:
98,733"
"17.
Heat
(1995)",(1995),R,170 min,"Action, Crime, Drama",8.3,"76        
        Metascore",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"Votes:
683,588
| Gross:
$67.44M"
"18.
The Nice Guys
(2016)",(2016),R,116 min,"Action, Comedy, Crime",7.4,"70        
        Metascore","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.","Votes:
347,151
| Gross:
$36.26M"
"20.
The Grand Budapest Hotel
(2014)",(2014),R,99 min,"Adventure, Comedy, Crime",8.1,"88        
        Metascore","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","Votes:
847,577
| Gross:
$59.10M"
"21.
John Wick
(2014)",(2014),R,101 min,"Action, Crime, Thriller",7.4,"68        
        Metascore",An ex-hitman comes out of retirement to track down the gangsters who killed his dog and stole his car.,"Votes:
705,430
| Gross:
$43.04M"
"22.
A Time to Kill
(1996)",(1996),R,149 min,"Crime, Drama, Thriller",7.5,"54        
        Metascore","In Clanton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.","Votes:
171,707
| Gross:
$108.77M"
"24.
Prisoners
(2013)",(2013),R,153 min,"Crime, Drama, Mystery",8.1,"70        
        Metascore","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","Votes:
756,706
| Gross:
$61.00M"
"25.
Joker
(I) (2019)",(I) (2019),R,122 min,"Crime, Drama, Thriller",8.4,"59        
        Metascore","The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution.","Votes:
1,373,727
| Gross:
$335.45M"
"26.
Knives Out
(2019)",(2019),PG-13,130 min,"Comedy, Crime, Drama",7.9,"82        
        Metascore","A detective investigates the death of the patriarch of an eccentric, combative family.","Votes:
733,366
| Gross:
$165.36M"
"27.
Goodfellas
(1990)",(1990),R,145 min,"Biography, Crime, Drama",8.7,"92        
        Metascore","The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.","Votes:
1,201,869
| Gross:
$46.84M"
"28.
American Psycho
(2000)",(2000),R,102 min,"Crime, Drama, Horror",7.6,"64        
        Metascore","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","Votes:
664,870
| Gross:
$15.07M"
"29.
Se7en
(1995)",(1995),R,127 min,"Crime, Drama, Mystery",8.6,"65        
        Metascore","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.","Votes:
1,712,800
| Gross:
$100.13M"
"30.
Glass Onion
(2022)",(2022),PG-13,139 min,"Comedy, Crime, Drama",7.1,"81        
        Metascore","Tech billionaire Miles Bron invites his friends for a getaway on his private Greek island. When someone turns up dead, Detective Benoit Blanc is put on the case.","Votes:
402,120"
"31.
We're the Millers
(2013)",(2013),R,110 min,"Comedy, Crime",7.0,"44        
        Metascore",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,"Votes:
469,599
| Gross:
$150.39M"
"33.
To Catch a Killer
(2023)",(2023),R,119 min,"Action, Crime, Drama",6.6,"43        
        Metascore",Baltimore. New Year's Eve. A talented but troubled police officer (Shailene Woodley) is recruited by the FBI's chief investigator (Ben Mendelsohn) to help profile and track down a disturbed individual terrorizing the city.,"Votes:
17,352"
"34.
The Silence of the Lambs
(1991)",(1991),R,118 min,"Crime, Drama, Thriller",8.6,"86        
        Metascore","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","Votes:
1,478,398
| Gross:
$130.74M"
"35.
Léon: The Professional
(1994)",(1994),R,110 min,"Action, Crime, Drama",8.5,"64        
        Metascore","12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","Votes:
1,198,063
| Gross:
$19.50M"
"36.
Taxi Driver
(1976)",(1976),R,114 min,"Crime, Drama",8.2,"94        
        Metascore","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","Votes:
873,138
| Gross:
$28.26M"
"37.
The Gentlemen
(2019)",(2019),R,113 min,"Action, Comedy, Crime",7.8,"51        
        Metascore","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","Votes:
365,139
| Gross:
$36.47M"
"38.
The Unbearable Weight of Massive Talent
(2022)",(2022),R,107 min,"Action, Comedy, Crime",7.0,"68        
        Metascore",Moviestar Nick Cage is channeling his iconic characters as he's caught between a superfan and a CIA agent.,"Votes:
129,594"
"39.
Batman Begins
(2005)",(2005),PG-13,140 min,"Action, Crime, Drama",8.2,"70        
        Metascore","After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.","Votes:
1,515,692
| Gross:
$206.85M"
"40.
Weird: The Al Yankovic Story
(2022)",(2022),TV-14,108 min,"Comedy, Crime, Music",6.9,"70        
        Metascore","Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.","Votes:
32,017"
"41.
The Green Mile
(1999)",(1999),R,189 min,"Crime, Drama, Fantasy",8.6,"61        
        Metascore","A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution.","Votes:
1,346,379
| Gross:
$136.80M"
"42.
Knock Knock
(I) (2015)",(I) (2015),R,99 min,"Crime, Drama, Thriller",4.9,"53        
        Metascore","A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.","Votes:
100,168
| Gross:
$0.04M"
"43.
Kick-Ass
(2010)",(2010),R,117 min,"Action, Comedy, Crime",7.6,"66        
        Metascore","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.","Votes:
578,239
| Gross:
$48.07M"
"45.
Scarface
(1983)",(1983),R,170 min,"Crime, Drama",8.3,"65        
        Metascore","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","Votes:
874,053
| Gross:
$45.60M"
"46.
The Usual Suspects
(1995)",(1995),R,106 min,"Crime, Drama, Mystery",8.5,"77        
        Metascore",The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,"Votes:
1,110,576
| Gross:
$23.34M"
"47.
12 Angry Men
(1957)",(1957),Approved,96 min,"Crime, Drama",9.0,"97        
        Metascore",The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,"Votes:
821,332
| Gross:
$4.36M"
"48.
Promising Young Woman
(2020)",(2020),R,113 min,"Crime, Drama, Mystery",7.5,"73        
        Metascore","A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.","Votes:
190,926"
"50.
The Godfather Part II
(1974)",(1974),R,202 min,"Crime, Drama",9.0,"90        
        Metascore","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.","Votes:
1,311,290
| Gross:
$57.30M"
"1.
Sound of Freedom
(2023)",(2023),PG-13,131 min,"Action, Biography, Drama",8.0,"43        
        Metascore",The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from sex traffickers.,"Votes:
31,345"
"2.
Oppenheimer
(2023)",(2023),R,180 min,"Biography, Drama, History",8.9,"89        
        Metascore",The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb.,"Votes:
72,077"
"4.
Asteroid City
(2023)",(2023),PG-13,105 min,"Comedy, Drama, Romance",6.8,"74        
        Metascore","Following a writer on his world famous fictional play about a grieving father who travels with his tech-obsessed family to small rural Asteroid City to compete in a junior stargazing event, only to have his world view disrupted forever.","Votes:
44,191"
"6.
65
(2023)",(2023),PG-13,93 min,"Action, Adventure, Drama",5.4,"40        
        Metascore",An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Votes:
59,801"
"7.
Elemental
(2023)",(2023),PG,101 min,"Animation, Adventure, Comedy",7.1,"58        
        Metascore","Follows Ember and Wade, in a city where fire-, water-, land- and air-residents live together.","Votes:
24,636"
"9.
Nimona
(2023)",(2023),PG,101 min,"Animation, Action, Adventure",7.6,"75        
        Metascore","When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.","Votes:
18,691"
"10.
Titanic
(1997)",(1997),PG-13,194 min,"Drama, Romance",7.9,"75        
        Metascore","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.","Votes:
1,234,299
| Gross:
$659.33M"
"13.
Interstellar
(2014)",(2014),PG-13,169 min,"Adventure, Drama, Sci-Fi",8.7,"74        
        Metascore","When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.","Votes:
1,941,732
| Gross:
$188.02M"
"14.
Don't Worry Darling
(I) (2022)",(I) (2022),R,123 min,"Drama, Mystery, Thriller",6.3,"48        
        Metascore","While her husband leaves home everyday to work in a top secret facility, a young 1950s housewife begins to question her life when she notices strange behavior from the other wives in the neighborhood.","Votes:
121,106"
"15.
Top Gun: Maverick
(2022)",(2022),PG-13,130 min,"Action, Drama",8.3,"78        
        Metascore","After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.","Votes:
610,958
| Gross:
$718.73M"
"16.
Dune
(2021)",(2021),PG-13,155 min,"Action, Adventure, Drama",8.0,"74        
        Metascore",A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,"Votes:
694,706
| Gross:
$108.33M"
"17.
Bone Tomahawk
(2015)",(2015),Not Rated,132 min,"Drama, Horror, Western",7.1,"72        
        Metascore","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.","Votes:
109,493"
"18.
Babylon
(I) (2022)",(I) (2022),R,189 min,"Comedy, Drama, History",7.2,"60        
        Metascore","A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.","Votes:
127,922"
"19.
Beau Is Afraid
(2023)",(2023),R,179 min,"Comedy, Drama, Horror",6.9,"63        
        Metascore","Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.","Votes:
32,625"
"20.
A Man Called Otto
(2022)",(2022),PG-13,126 min,"Comedy, Drama",7.5,"51        
        Metascore","Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.","Votes:
104,915
| Gross:
$62.47M"
"22.
Past Lives
(2023)",(2023),PG-13,105 min,"Drama, Romance",8.4,"94        
        Metascore","Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.","Votes:
6,314"
"23.
The Shawshank Redemption
(1994)",(1994),R,142 min,Drama,9.3,"82        
        Metascore","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","Votes:
2,769,332
| Gross:
$28.34M"
"24.
Pride & Prejudice
(2005)",(2005),PG,129 min,"Drama, Romance",7.8,"82        
        Metascore","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?","Votes:
311,162
| Gross:
$38.41M"
"25.
The Godfather
(1972)",(1972),R,175 min,"Crime, Drama",9.2,"100        
        Metascore","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","Votes:
1,927,729
| Gross:
$134.97M"
"26.
Air
(I) (2023)",(I) (2023),R,111 min,"Drama, Sport",7.5,"73        
        Metascore","Follows the history of sports marketing executive Sonny Vaccaro, and how he led Nike in its pursuit of the greatest athlete in the history of basketball, Michael Jordan.","Votes:
126,423"
"27.
The Dark Knight
(2008)",(2008),PG-13,152 min,"Action, Crime, Drama",9.0,"84        
        Metascore","When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.","Votes:
2,743,636
| Gross:
$534.86M"
